Geo_Code,Prov_Name,CMACA_Name,Topic,Characteristics,Note,Total,Flag_Total,Male,Flag_Male,Female,Flag_Female,   
1,Newfoundland and Labrador,St. John's,Population and dwelling counts,Population in 2011,1,196966,,,...,,...,   
1,Newfoundland and Labrador,St. John's,Population and dwelling counts,Population in 2006,1,181113,,,...,,...,   
1,Newfoundland and Labrador,St. John's,Population and dwelling counts,2006 to 2011 population change (%),,8.8,,,...,,...,   
1,Newfoundland and Labrador,St. John's,Population and dwelling counts,Total private dwellings,2,84542,,,...,,...,   
1,Newfoundland and Labrador,St. John's,Population and dwelling counts,Private dwellings occupied by usual residents,3,78960,,,...,,...,   
1,Newfoundland and Labrador,St. John's,Population and dwelling counts,Population density per square kilometre,,244.8,,,...,,...,   
1,Newfoundland and Labrador,St. John's,Population and dwelling counts,Land area (square km),,804.65,,,...,,...,   
1,Newfoundland and Labrador,St. John's,Age characteristics,Total population by age groups,4,196965,,94730,,102230,,   
1,Newfoundland and Labrador,St. John's,Age characteristics,   0 to 4 years,,10725,,5440,,5285,,   
1,Newfoundland and Labrador,St. John's,Age characteristics,   5 to 9 years,,10225,,5285,,4945,,   
1,Newfoundland and Labrador,St. John's,Age characteristics,   10 to 14 years,,10300,,5280,,5015,,   
1,Newfoundland and Labrador,St. John's,Age characteristics,   15 to 19 years,,11325,,5660,,5660,,   
1,Newfoundland and Labrador,St. John's,Age characteristics,      15 years,,2170,,1085,,1090,,   
1,Newfoundland and Labrador,St. John's,Age characteristics,      16 years,,2130,,1100,,1030,,   
1,Newfoundland and Labrador,St. John's,Age characteristics,      17 years,,2120,,1060,,1055,,   
1,Newfoundland and Labrador,St. John's,Age characteristics,      18 years,,2330,,1160,,1170,,   
1,Newfoundland and Labrador,St. John's,Age characteristics,      19 years,,2570,,1260,,1315,,   
1,Newfoundland and Labrador,St. John's,Age characteristics,   20 to 24 years,,15210,,7535,,7670,,   
1,Newfoundland and Labrador,St. John's,Age characteristics,   25 to 29 years,,14605,,7100,,7505,,   
1,Newfoundland and Labrador,St. John's,Age characteristics,   30 to 34 years,,13850,,6630,,7220,,   
1,Newfoundland and Labrador,St. John's,Age characteristics,   35 to 39 years,,14075,,6790,,7275,,   
1,Newfoundland and Labrador,St. John's,Age characteristics,   40 to 44 years,,14650,,7010,,7635,,   
1,Newfoundland and Labrador,St. John's,Age characteristics,   45 to 49 years,,15835,,7525,,8310,,   
1,Newfoundland and Labrador,St. John's,Age characteristics,   50 to 54 years,,15130,,7295,,7835,,   
1,Newfoundland and Labrador,St. John's,Age characteristics,   55 to 59 years,,14020,,6725,,7300,,   
1,Newfoundland and Labrador,St. John's,Age characteristics,   60 to 64 years,,11970,,5750,,6220,,   
1,Newfoundland and Labrador,St. John's,Age characteristics,   65 to 69 years,,8745,,4150,,4600,,   
1,Newfoundland and Labrador,St. John's,Age characteristics,   70 to 74 years,,5970,,2785,,3185,,   
1,Newfoundland and Labrador,St. John's,Age characteristics,   75 to 79 years,,4290,,1795,,2490,,   
1,Newfoundland and Labrador,St. John's,Age characteristics,   80 to 84 years,,3120,,1125,,1995,,   
1,Newfoundland and Labrador,St. John's,Age characteristics,   85 years and over,,2930,,855,,2080,,   
1,Newfoundland and Labrador,St. John's,Marital status,Total population 15 years and over by marital status,6,165720,,78730,,86980,,   
1,Newfoundland and Labrador,St. John's,Marital status,   Married or living with a common-law partner,,95185,,47545,,47635,,   
1,Newfoundland and Labrador,St. John's,Marital status,      Married (and not separated),,78885,,39405,,39475,,   
1,Newfoundland and Labrador,St. John's,Marital status,      Living common-law,,16300,,8140,,8160,,   
1,Newfoundland and Labrador,St. John's,Marital status,   Not married and not living with a common-law partner,,70535,,31190,,39345,,   
1,Newfoundland and Labrador,St. John's,Marital status,      Single (never legally married),,48870,,24710,,24165,,   
1,Newfoundland and Labrador,St. John's,Marital status,      Separated,,3770,,1495,,2280,,   
1,Newfoundland and Labrador,St. John's,Marital status,      Divorced,,9010,,3410,,5595,,   
1,Newfoundland and Labrador,St. John's,Marital status,      Widowed,,8880,,1580,,7305,,   
205,Nova Scotia,Halifax,Population and dwelling counts,Population in 2011,1,390328,,,...,,...,   
205,Nova Scotia,Halifax,Population and dwelling counts,Population in 2006,1,372858,,,...,,...,   
205,Nova Scotia,Halifax,Population and dwelling counts,2006 to 2011 population change (%),,4.7,,,...,,...,   
205,Nova Scotia,Halifax,Population and dwelling counts,Total private dwellings,2,177295,,,...,,...,   
205,Nova Scotia,Halifax,Population and dwelling counts,Private dwellings occupied by usual residents,3,165153,,,...,,...,   
205,Nova Scotia,Halifax,Population and dwelling counts,Population density per square kilometre,,71,,,...,,...,   
205,Nova Scotia,Halifax,Population and dwelling counts,Land area (square km),,5495.71,,,...,,...,   
205,Nova Scotia,Halifax,Age characteristics,Total population by age groups,4,390325,,188700,,201630,,   
205,Nova Scotia,Halifax,Age characteristics,   0 to 4 years,,19965,,10265,,9705,,   
205,Nova Scotia,Halifax,Age characteristics,   5 to 9 years,,19160,,9775,,9380,,   
205,Nova Scotia,Halifax,Age characteristics,   10 to 14 years,,20495,,10525,,9970,,   
205,Nova Scotia,Halifax,Age characteristics,   15 to 19 years,,23890,,12055,,11835,,   
205,Nova Scotia,Halifax,Age characteristics,      15 years,,4495,,2210,,2285,,   
205,Nova Scotia,Halifax,Age characteristics,      16 years,,4490,,2285,,2200,,   
205,Nova Scotia,Halifax,Age characteristics,      17 years,,4540,,2325,,2210,,   
205,Nova Scotia,Halifax,Age characteristics,      18 years,,4945,,2555,,2390,,   
205,Nova Scotia,Halifax,Age characteristics,      19 years,,5420,,2675,,2745,,   
205,Nova Scotia,Halifax,Age characteristics,   20 to 24 years,,31245,,15640,,15610,,   
205,Nova Scotia,Halifax,Age characteristics,   25 to 29 years,,28405,,13990,,14420,,   
205,Nova Scotia,Halifax,Age characteristics,   30 to 34 years,,25930,,12485,,13445,,   
205,Nova Scotia,Halifax,Age characteristics,   35 to 39 years,,26500,,12750,,13750,,   
205,Nova Scotia,Halifax,Age characteristics,   40 to 44 years,,27830,,13270,,14560,,   
205,Nova Scotia,Halifax,Age characteristics,   45 to 49 years,,33120,,16185,,16935,,   
205,Nova Scotia,Halifax,Age characteristics,   50 to 54 years,,31565,,15270,,16295,,   
205,Nova Scotia,Halifax,Age characteristics,   55 to 59 years,,27195,,12880,,14315,,   
205,Nova Scotia,Halifax,Age characteristics,   60 to 64 years,,23920,,11440,,12485,,   
205,Nova Scotia,Halifax,Age characteristics,   65 to 69 years,,16820,,8040,,8780,,   
205,Nova Scotia,Halifax,Age characteristics,   70 to 74 years,,11860,,5480,,6380,,   
205,Nova Scotia,Halifax,Age characteristics,   75 to 79 years,,9140,,4055,,5080,,   
205,Nova Scotia,Halifax,Age characteristics,   80 to 84 years,,6630,,2625,,4005,,   
205,Nova Scotia,Halifax,Age characteristics,   85 years and over,,6655,,1980,,4675,,   
205,Nova Scotia,Halifax,Marital status,Total population 15 years and over by marital status,6,330710,,158140,,172575,,   
205,Nova Scotia,Halifax,Marital status,   Married or living with a common-law partner,,185745,,92865,,92880,,   
205,Nova Scotia,Halifax,Marital status,      Married (and not separated),,151835,,75905,,75925,,   
205,Nova Scotia,Halifax,Marital status,      Living common-law,,33910,,16955,,16950,,   
205,Nova Scotia,Halifax,Marital status,   Not married and not living with a common-law partner,,144965,,65275,,79695,,   
205,Nova Scotia,Halifax,Marital status,      Single (never legally married),,99260,,50845,,48415,,   
205,Nova Scotia,Halifax,Marital status,      Separated,,9375,,3980,,5395,,   
205,Nova Scotia,Halifax,Marital status,      Divorced,,19500,,7210,,12290,,   
205,Nova Scotia,Halifax,Marital status,      Widowed,,16830,,3240,,13595,,   
305,New Brunswick,Moncton,Population and dwelling counts,Population in 2011,1,138644,,,...,,...,   
305,New Brunswick,Moncton,Population and dwelling counts,Population in 2006,1,126424,,,...,,...,   
305,New Brunswick,Moncton,Population and dwelling counts,2006 to 2011 population change (%),,9.7,,,...,,...,   
305,New Brunswick,Moncton,Population and dwelling counts,Total private dwellings,2,62403,,,...,,...,   
305,New Brunswick,Moncton,Population and dwelling counts,Private dwellings occupied by usual residents,3,58294,,,...,,...,   
305,New Brunswick,Moncton,Population and dwelling counts,Population density per square kilometre,,57.6,,,...,,...,   
305,New Brunswick,Moncton,Population and dwelling counts,Land area (square km),,2406.31,,,...,,...,   
305,New Brunswick,Moncton,Age characteristics,Total population by age groups,4,138645,,67510,,71130,,   
305,New Brunswick,Moncton,Age characteristics,   0 to 4 years,,7410,,3750,,3660,,   
305,New Brunswick,Moncton,Age characteristics,   5 to 9 years,,7015,,3615,,3405,,   
305,New Brunswick,Moncton,Age characteristics,   10 to 14 years,,7040,,3630,,3410,,   
305,New Brunswick,Moncton,Age characteristics,   15 to 19 years,,8140,,4055,,4090,,   
305,New Brunswick,Moncton,Age characteristics,      15 years,,1565,,770,,795,,   
305,New Brunswick,Moncton,Age characteristics,      16 years,,1540,,770,,775,,   
305,New Brunswick,Moncton,Age characteristics,      17 years,,1615,,820,,795,,   
305,New Brunswick,Moncton,Age characteristics,      18 years,,1655,,830,,825,,   
305,New Brunswick,Moncton,Age characteristics,      19 years,,1765,,860,,905,,   
305,New Brunswick,Moncton,Age characteristics,   20 to 24 years,,9310,,4630,,4680,,   
305,New Brunswick,Moncton,Age characteristics,   25 to 29 years,,9780,,4860,,4920,,   
305,New Brunswick,Moncton,Age characteristics,   30 to 34 years,,9700,,4805,,4895,,   
305,New Brunswick,Moncton,Age characteristics,   35 to 39 years,,10040,,4915,,5120,,   
305,New Brunswick,Moncton,Age characteristics,   40 to 44 years,,9800,,4940,,4865,,   
305,New Brunswick,Moncton,Age characteristics,   45 to 49 years,,11160,,5460,,5700,,   
305,New Brunswick,Moncton,Age characteristics,   50 to 54 years,,10415,,5080,,5340,,   
305,New Brunswick,Moncton,Age characteristics,   55 to 59 years,,9695,,4720,,4970,,   
305,New Brunswick,Moncton,Age characteristics,   60 to 64 years,,8870,,4295,,4580,,   
305,New Brunswick,Moncton,Age characteristics,   65 to 69 years,,6295,,3055,,3245,,   
305,New Brunswick,Moncton,Age characteristics,   70 to 74 years,,4540,,2130,,2410,,   
305,New Brunswick,Moncton,Age characteristics,   75 to 79 years,,3640,,1575,,2065,,   
305,New Brunswick,Moncton,Age characteristics,   80 to 84 years,,2725,,1020,,1705,,   
305,New Brunswick,Moncton,Age characteristics,   85 years and over,,3055,,980,,2075,,   
305,New Brunswick,Moncton,Marital status,Total population 15 years and over by marital status,6,117175,,56515,,60660,,   
305,New Brunswick,Moncton,Marital status,   Married or living with a common-law partner,,69465,,34690,,34775,,   
305,New Brunswick,Moncton,Marital status,      Married (and not separated),,54890,,27400,,27490,,   
305,New Brunswick,Moncton,Marital status,      Living common-law,,14575,,7295,,7280,,   
305,New Brunswick,Moncton,Marital status,   Not married and not living with a common-law partner,,47710,,21825,,25885,,   
305,New Brunswick,Moncton,Marital status,      Single (never legally married),,31060,,16445,,14610,,   
305,New Brunswick,Moncton,Marital status,      Separated,,3845,,1610,,2235,,   
305,New Brunswick,Moncton,Marital status,      Divorced,,6530,,2570,,3955,,   
305,New Brunswick,Moncton,Marital status,      Widowed,,6280,,1195,,5085,,   
310,New Brunswick,Saint John,Population and dwelling counts,Population in 2011,1,127761,,,...,,...,   
310,New Brunswick,Saint John,Population and dwelling counts,Population in 2006,1,122389,,,...,,...,   
310,New Brunswick,Saint John,Population and dwelling counts,2006 to 2011 population change (%),,4.4,,,...,,...,   
310,New Brunswick,Saint John,Population and dwelling counts,Total private dwellings,2,56775,,,...,,...,   
310,New Brunswick,Saint John,Population and dwelling counts,Private dwellings occupied by usual residents,3,52281,,,...,,...,   
310,New Brunswick,Saint John,Population and dwelling counts,Population density per square kilometre,,38,,,...,,...,   
310,New Brunswick,Saint John,Population and dwelling counts,Land area (square km),,3362.95,,,...,,...,   
310,New Brunswick,Saint John,Age characteristics,Total population by age groups,4,127760,,61480,,66280,,   
310,New Brunswick,Saint John,Age characteristics,   0 to 4 years,,6740,,3455,,3280,,   
310,New Brunswick,Saint John,Age characteristics,   5 to 9 years,,6770,,3400,,3375,,   
310,New Brunswick,Saint John,Age characteristics,   10 to 14 years,,7445,,3820,,3625,,   
310,New Brunswick,Saint John,Age characteristics,   15 to 19 years,,8565,,4470,,4090,,   
310,New Brunswick,Saint John,Age characteristics,      15 years,,1645,,835,,805,,   
310,New Brunswick,Saint John,Age characteristics,      16 years,,1640,,865,,775,,   
310,New Brunswick,Saint John,Age characteristics,      17 years,,1805,,920,,880,,   
310,New Brunswick,Saint John,Age characteristics,      18 years,,1740,,930,,810,,   
310,New Brunswick,Saint John,Age characteristics,      19 years,,1735,,920,,815,,   
310,New Brunswick,Saint John,Age characteristics,   20 to 24 years,,7950,,4075,,3875,,   
310,New Brunswick,Saint John,Age characteristics,   25 to 29 years,,7190,,3435,,3755,,   
310,New Brunswick,Saint John,Age characteristics,   30 to 34 years,,7550,,3520,,4030,,   
310,New Brunswick,Saint John,Age characteristics,   35 to 39 years,,8365,,3980,,4380,,   
310,New Brunswick,Saint John,Age characteristics,   40 to 44 years,,8620,,4065,,4550,,   
310,New Brunswick,Saint John,Age characteristics,   45 to 49 years,,10630,,5120,,5505,,   
310,New Brunswick,Saint John,Age characteristics,   50 to 54 years,,10590,,5030,,5560,,   
310,New Brunswick,Saint John,Age characteristics,   55 to 59 years,,9565,,4680,,4890,,   
310,New Brunswick,Saint John,Age characteristics,   60 to 64 years,,8460,,4075,,4390,,   
310,New Brunswick,Saint John,Age characteristics,   65 to 69 years,,6135,,2970,,3165,,   
310,New Brunswick,Saint John,Age characteristics,   70 to 74 years,,4380,,2120,,2260,,   
310,New Brunswick,Saint John,Age characteristics,   75 to 79 years,,3410,,1450,,1960,,   
310,New Brunswick,Saint John,Age characteristics,   80 to 84 years,,2690,,1015,,1685,,   
310,New Brunswick,Saint John,Age characteristics,   85 years and over,,2700,,795,,1905,,   
310,New Brunswick,Saint John,Marital status,Total population 15 years and over by marital status,6,106810,,50800,,56000,,   
310,New Brunswick,Saint John,Marital status,   Married or living with a common-law partner,,61690,,30830,,30860,,   
310,New Brunswick,Saint John,Marital status,      Married (and not separated),,52310,,26155,,26155,,   
310,New Brunswick,Saint John,Marital status,      Living common-law,,9380,,4675,,4705,,   
310,New Brunswick,Saint John,Marital status,   Not married and not living with a common-law partner,,45115,,19975,,25145,,   
310,New Brunswick,Saint John,Marital status,      Single (never legally married),,28435,,14755,,13680,,   
310,New Brunswick,Saint John,Marital status,      Separated,,3530,,1450,,2075,,   
310,New Brunswick,Saint John,Marital status,      Divorced,,6340,,2505,,3835,,   
310,New Brunswick,Saint John,Marital status,      Widowed,,6815,,1260,,5545,,   
408,Quebec,Saguenay,Population and dwelling counts,Population in 2011,1,157790,,,...,,...,   
408,Quebec,Saguenay,Population and dwelling counts,Population in 2006,1,156305,A,,...,,...,   
408,Quebec,Saguenay,Population and dwelling counts,2006 to 2011 population change (%),,1,,,...,,...,   
408,Quebec,Saguenay,Population and dwelling counts,Total private dwellings,2,73766,,,...,,...,   
408,Quebec,Saguenay,Population and dwelling counts,Private dwellings occupied by usual residents,3,69507,,,...,,...,   
408,Quebec,Saguenay,Population and dwelling counts,Population density per square kilometre,,61.5,,,...,,...,   
408,Quebec,Saguenay,Population and dwelling counts,Land area (square km),,2564.02,,,...,,...,   
408,Quebec,Saguenay,Age characteristics,Total population by age groups,4,157790,,77900,,79890,,   
408,Quebec,Saguenay,Age characteristics,   0 to 4 years,,7735,,3955,,3780,,   
408,Quebec,Saguenay,Age characteristics,   5 to 9 years,,7150,,3620,,3530,,   
408,Quebec,Saguenay,Age characteristics,   10 to 14 years,,7605,,3910,,3695,,   
408,Quebec,Saguenay,Age characteristics,   15 to 19 years,,9665,,4870,,4790,,   
408,Quebec,Saguenay,Age characteristics,      15 years,,1750,,860,,890,,   
408,Quebec,Saguenay,Age characteristics,      16 years,,1805,,915,,885,,   
408,Quebec,Saguenay,Age characteristics,      17 years,,1935,,975,,960,,   
408,Quebec,Saguenay,Age characteristics,      18 years,,2045,,1050,,995,,   
408,Quebec,Saguenay,Age characteristics,      19 years,,2135,,1070,,1065,,   
408,Quebec,Saguenay,Age characteristics,   20 to 24 years,,9625,,5010,,4615,,   
408,Quebec,Saguenay,Age characteristics,   25 to 29 years,,9290,,4855,,4440,,   
408,Quebec,Saguenay,Age characteristics,   30 to 34 years,,9860,,5130,,4730,,   
408,Quebec,Saguenay,Age characteristics,   35 to 39 years,,8505,,4370,,4140,,   
408,Quebec,Saguenay,Age characteristics,   40 to 44 years,,8485,,4240,,4250,,   
408,Quebec,Saguenay,Age characteristics,   45 to 49 years,,12370,,6120,,6255,,   
408,Quebec,Saguenay,Age characteristics,   50 to 54 years,,14800,,7315,,7490,,   
408,Quebec,Saguenay,Age characteristics,   55 to 59 years,,13570,,6845,,6720,,   
408,Quebec,Saguenay,Age characteristics,   60 to 64 years,,11585,,5825,,5760,,   
408,Quebec,Saguenay,Age characteristics,   65 to 69 years,,8990,,4345,,4640,,   
408,Quebec,Saguenay,Age characteristics,   70 to 74 years,,6380,,2930,,3445,,   
408,Quebec,Saguenay,Age characteristics,   75 to 79 years,,5230,,2215,,3015,,   
408,Quebec,Saguenay,Age characteristics,   80 to 84 years,,3870,,1450,,2425,,   
408,Quebec,Saguenay,Age characteristics,   85 years and over,,3070,,900,,2170,,   
408,Quebec,Saguenay,Marital status,Total population 15 years and over by marital status,6,135295,,66420,,68880,,   
408,Quebec,Saguenay,Marital status,   Married or living with a common-law partner,,80900,,40395,,40500,,   
408,Quebec,Saguenay,Marital status,      Married (and not separated),,48730,,24330,,24405,,   
408,Quebec,Saguenay,Marital status,      Living common-law,,32170,,16070,,16100,,   
408,Quebec,Saguenay,Marital status,   Not married and not living with a common-law partner,,54400,,26025,,28375,,   
408,Quebec,Saguenay,Marital status,      Single (never legally married),,34945,,19495,,15450,,   
408,Quebec,Saguenay,Marital status,      Separated,,1750,,825,,920,,   
408,Quebec,Saguenay,Marital status,      Divorced,,8875,,3865,,5005,,   
408,Quebec,Saguenay,Marital status,      Widowed,,8835,,1840,,6995,,   
421,Quebec,Qu_bec,Population and dwelling counts,Population in 2011,1,765706,+,,...,,...,   
421,Quebec,Qu_bec,Population and dwelling counts,Population in 2006,1,719153,A+,,...,,...,   
421,Quebec,Qu_bec,Population and dwelling counts,2006 to 2011 population change (%),,6.5,,,...,,...,   
421,Quebec,Qu_bec,Population and dwelling counts,Total private dwellings,2,361447,,,...,,...,   
421,Quebec,Qu_bec,Population and dwelling counts,Private dwellings occupied by usual residents,3,345892,,,...,,...,   
421,Quebec,Qu_bec,Population and dwelling counts,Population density per square kilometre,,228.6,,,...,,...,   
421,Quebec,Qu_bec,Population and dwelling counts,Land area (square km),,3349.12,,,...,,...,   
421,Quebec,Qu_bec,Age characteristics,Total population by age groups,4,765705,,371865,,393840,,   
421,Quebec,Qu_bec,Age characteristics,   0 to 4 years,,40775,,20755,,20025,,   
421,Quebec,Qu_bec,Age characteristics,   5 to 9 years,,35195,,17900,,17295,,   
421,Quebec,Qu_bec,Age characteristics,   10 to 14 years,,36355,,18580,,17775,,   
421,Quebec,Qu_bec,Age characteristics,   15 to 19 years,,44240,,22285,,21960,,   
421,Quebec,Qu_bec,Age characteristics,      15 years,,8195,,4130,,4075,,   
421,Quebec,Qu_bec,Age characteristics,      16 years,,8295,,4235,,4060,,   
421,Quebec,Qu_bec,Age characteristics,      17 years,,8825,,4440,,4390,,   
421,Quebec,Qu_bec,Age characteristics,      18 years,,9060,,4580,,4480,,   
421,Quebec,Qu_bec,Age characteristics,      19 years,,9865,,4905,,4960,,   
421,Quebec,Qu_bec,Age characteristics,   20 to 24 years,,51130,,25275,,25855,,   
421,Quebec,Qu_bec,Age characteristics,   25 to 29 years,,52385,,26835,,25550,,   
421,Quebec,Qu_bec,Age characteristics,   30 to 34 years,,54330,,27610,,26725,,   
421,Quebec,Qu_bec,Age characteristics,   35 to 39 years,,46905,,24010,,22900,,   
421,Quebec,Qu_bec,Age characteristics,   40 to 44 years,,47205,,23700,,23500,,   
421,Quebec,Qu_bec,Age characteristics,   45 to 49 years,,57970,,28740,,29230,,   
421,Quebec,Qu_bec,Age characteristics,   50 to 54 years,,62275,,30390,,31880,,   
421,Quebec,Qu_bec,Age characteristics,   55 to 59 years,,58035,,27760,,30275,,   
421,Quebec,Qu_bec,Age characteristics,   60 to 64 years,,52685,,25285,,27400,,   
421,Quebec,Qu_bec,Age characteristics,   65 to 69 years,,41375,,19455,,21925,,   
421,Quebec,Qu_bec,Age characteristics,   70 to 74 years,,28495,,12935,,15560,,   
421,Quebec,Qu_bec,Age characteristics,   75 to 79 years,,22615,,9525,,13090,,   
421,Quebec,Qu_bec,Age characteristics,   80 to 84 years,,17340,,6380,,10955,,   
421,Quebec,Qu_bec,Age characteristics,   85 years and over,,16395,,4455,,11945,,   
421,Quebec,Qu_bec,Marital status,Total population 15 years and over by marital status,6,653380,,314630,,338750,,   
421,Quebec,Qu_bec,Marital status,   Married or living with a common-law partner,,369400,,184900,,184495,,   
421,Quebec,Qu_bec,Marital status,      Married (and not separated),,202455,,101190,,101265,,   
421,Quebec,Qu_bec,Marital status,      Living common-law,,166945,,83705,,83235,,   
421,Quebec,Qu_bec,Marital status,   Not married and not living with a common-law partner,,283985,,129735,,154250,,   
421,Quebec,Qu_bec,Marital status,      Single (never legally married),,194370,,101865,,92505,,   
421,Quebec,Qu_bec,Marital status,      Separated,,9320,,4060,,5260,,   
421,Quebec,Qu_bec,Marital status,      Divorced,,43885,,16930,,26950,,   
421,Quebec,Qu_bec,Marital status,      Widowed,,36410,,6870,,29540,,   
433,Quebec,Sherbrooke,Population and dwelling counts,Population in 2011,1,201890,,,...,,...,   
433,Quebec,Sherbrooke,Population and dwelling counts,Population in 2006,1,191410,A,,...,,...,   
433,Quebec,Sherbrooke,Population and dwelling counts,2006 to 2011 population change (%),,5.5,,,...,,...,   
433,Quebec,Sherbrooke,Population and dwelling counts,Total private dwellings,2,99913,,,...,,...,   
433,Quebec,Sherbrooke,Population and dwelling counts,Private dwellings occupied by usual residents,3,91099,,,...,,...,   
433,Quebec,Sherbrooke,Population and dwelling counts,Population density per square kilometre,,138.3,,,...,,...,   
433,Quebec,Sherbrooke,Population and dwelling counts,Land area (square km),,1459.61,,,...,,...,   
433,Quebec,Sherbrooke,Age characteristics,Total population by age groups,4,201890,,98160,,103725,,   
433,Quebec,Sherbrooke,Age characteristics,   0 to 4 years,,10860,,5525,,5335,,   
433,Quebec,Sherbrooke,Age characteristics,   5 to 9 years,,10155,,5245,,4910,,   
433,Quebec,Sherbrooke,Age characteristics,   10 to 14 years,,10755,,5595,,5160,,   
433,Quebec,Sherbrooke,Age characteristics,   15 to 19 years,,12735,,6350,,6385,,   
433,Quebec,Sherbrooke,Age characteristics,      15 years,,2445,,1195,,1250,,   
433,Quebec,Sherbrooke,Age characteristics,      16 years,,2425,,1205,,1220,,   
433,Quebec,Sherbrooke,Age characteristics,      17 years,,2480,,1295,,1185,,   
433,Quebec,Sherbrooke,Age characteristics,      18 years,,2570,,1225,,1350,,   
433,Quebec,Sherbrooke,Age characteristics,      19 years,,2820,,1435,,1390,,   
433,Quebec,Sherbrooke,Age characteristics,   20 to 24 years,,14650,,7385,,7270,,   
433,Quebec,Sherbrooke,Age characteristics,   25 to 29 years,,13375,,6885,,6500,,   
433,Quebec,Sherbrooke,Age characteristics,   30 to 34 years,,13005,,6505,,6505,,   
433,Quebec,Sherbrooke,Age characteristics,   35 to 39 years,,11620,,5750,,5870,,   
433,Quebec,Sherbrooke,Age characteristics,   40 to 44 years,,12185,,6140,,6045,,   
433,Quebec,Sherbrooke,Age characteristics,   45 to 49 years,,14825,,7295,,7530,,   
433,Quebec,Sherbrooke,Age characteristics,   50 to 54 years,,15485,,7460,,8020,,   
433,Quebec,Sherbrooke,Age characteristics,   55 to 59 years,,14890,,7200,,7690,,   
433,Quebec,Sherbrooke,Age characteristics,   60 to 64 years,,13705,,6550,,7155,,   
433,Quebec,Sherbrooke,Age characteristics,   65 to 69 years,,10980,,5260,,5720,,   
433,Quebec,Sherbrooke,Age characteristics,   70 to 74 years,,7490,,3490,,4005,,   
433,Quebec,Sherbrooke,Age characteristics,   75 to 79 years,,6025,,2540,,3485,,   
433,Quebec,Sherbrooke,Age characteristics,   80 to 84 years,,4550,,1705,,2845,,   
433,Quebec,Sherbrooke,Age characteristics,   85 years and over,,4595,,1295,,3300,,   
433,Quebec,Sherbrooke,Marital status,Total population 15 years and over by marital status,6,170120,,81800,,88325,,   
433,Quebec,Sherbrooke,Marital status,   Married or living with a common-law partner,,94435,,47195,,47245,,   
433,Quebec,Sherbrooke,Marital status,      Married (and not separated),,53880,,26940,,26940,,   
433,Quebec,Sherbrooke,Marital status,      Living common-law,,40555,,20250,,20305,,   
433,Quebec,Sherbrooke,Marital status,   Not married and not living with a common-law partner,,75685,,34605,,41080,,   
433,Quebec,Sherbrooke,Marital status,      Single (never legally married),,49965,,26285,,23675,,   
433,Quebec,Sherbrooke,Marital status,      Separated,,2270,,1005,,1270,,   
433,Quebec,Sherbrooke,Marital status,      Divorced,,13745,,5480,,8265,,   
433,Quebec,Sherbrooke,Marital status,      Widowed,,9710,,1840,,7865,,   
442,Quebec,Trois-Rivières,Population and dwelling counts,Population in 2011,1,151773,,,...,,...,
442,Quebec,Trois-Rivières,Population and dwelling counts,Population in 2006,1,144713,A,,...,,...,
442,Quebec,Trois-Rivières,Population and dwelling counts,2006 to 2011 population change (%),,4.9,,,...,,...,
442,Quebec,Trois-Rivières,Population and dwelling counts,Total private dwellings,2,74837,,,...,,...,
442,Quebec,Trois-Rivières,Population and dwelling counts,Private dwellings occupied by usual residents,3,70138,,,...,,...,
442,Quebec,Trois-Rivières,Population and dwelling counts,Population density per square kilometre,,145.8,,,...,,...,
442,Quebec,Trois-Rivières,Population and dwelling counts,Land area (square km),,1041.15,,,...,,...,
442,Quebec,Trois-Rivières,Age characteristics,Total population by age groups,4,151770,,73535,,78240,,
442,Quebec,Trois-Rivières,Age characteristics,   0 to 4 years,,7175,,3720,,3455,,
442,Quebec,Trois-Rivières,Age characteristics,   5 to 9 years,,6470,,3320,,3145,,
442,Quebec,Trois-Rivières,Age characteristics,   10 to 14 years,,7075,,3615,,3465,,
442,Quebec,Trois-Rivières,Age characteristics,   15 to 19 years,,9200,,4600,,4600,,
442,Quebec,Trois-Rivières,Age characteristics,      15 years,,1665,,785,,885,,
442,Quebec,Trois-Rivières,Age characteristics,      16 years,,1765,,885,,880,,
442,Quebec,Trois-Rivières,Age characteristics,      17 years,,1815,,940,,880,,
442,Quebec,Trois-Rivières,Age characteristics,      18 years,,1895,,960,,930,,
442,Quebec,Trois-Rivières,Age characteristics,      19 years,,2065,,1035,,1030,,
442,Quebec,Trois-Rivières,Age characteristics,   20 to 24 years,,9825,,4945,,4875,,
442,Quebec,Trois-Rivières,Age characteristics,   25 to 29 years,,9195,,4720,,4475,,
