Geo_Code,Prov_Name,CMACA_Name,Topic,Characteristics,Note,Total,Flag_Total,Male,Flag_Male,Female,Flag_Female,   
550,Ontario,Guelph,Population and dwelling counts,Land area (square km),,593.52,,,...,,...,   
550,Ontario,Guelph,Age characteristics,Total population by age groups,4,141095,,68780,,72315,,   
550,Ontario,Guelph,Age characteristics,   0 to 4 years,,8195,,4195,,4000,,   
550,Ontario,Guelph,Age characteristics,   5 to 9 years,,8150,,4150,,4005,,   
550,Ontario,Guelph,Age characteristics,   10 to 14 years,,8440,,4275,,4165,,   
550,Ontario,Guelph,Age characteristics,   15 to 19 years,,9390,,4855,,4535,,   
550,Ontario,Guelph,Age characteristics,      15 years,,1830,,945,,880,,   
550,Ontario,Guelph,Age characteristics,      16 years,,1840,,1010,,835,,   
550,Ontario,Guelph,Age characteristics,      17 years,,1785,,910,,870,,   
550,Ontario,Guelph,Age characteristics,      18 years,,1840,,965,,875,,   
550,Ontario,Guelph,Age characteristics,      19 years,,2095,,1015,,1075,,   
550,Ontario,Guelph,Age characteristics,   20 to 24 years,,10390,,5090,,5305,,   
550,Ontario,Guelph,Age characteristics,   25 to 29 years,,9715,,4785,,4925,,   
550,Ontario,Guelph,Age characteristics,   30 to 34 years,,9245,,4560,,4685,,   
550,Ontario,Guelph,Age characteristics,   35 to 39 years,,9630,,4705,,4925,,   
550,Ontario,Guelph,Age characteristics,   40 to 44 years,,10105,,4955,,5145,,   
550,Ontario,Guelph,Age characteristics,   45 to 49 years,,11340,,5635,,5710,,   
550,Ontario,Guelph,Age characteristics,   50 to 54 years,,10760,,5270,,5490,,   
550,Ontario,Guelph,Age characteristics,   55 to 59 years,,9005,,4315,,4690,,   
550,Ontario,Guelph,Age characteristics,   60 to 64 years,,7755,,3635,,4120,,   
550,Ontario,Guelph,Age characteristics,   65 to 69 years,,5700,,2720,,2980,,   
550,Ontario,Guelph,Age characteristics,   70 to 74 years,,4310,,1940,,2365,,   
550,Ontario,Guelph,Age characteristics,   75 to 79 years,,3610,,1640,,1975,,   
550,Ontario,Guelph,Age characteristics,   80 to 84 years,,2955,,1250,,1705,,   
550,Ontario,Guelph,Age characteristics,   85 years and over,,2405,,805,,1600,,   
550,Ontario,Guelph,Marital status,Total population 15 years and over by marital status,6,116310,,56160,,60155,,   
550,Ontario,Guelph,Marital status,   Married or living with a common-law partner,,68895,,34335,,34560,,   
550,Ontario,Guelph,Marital status,      Married (and not separated),,58560,,29200,,29360,,   
550,Ontario,Guelph,Marital status,      Living common-law,,10335,,5135,,5200,,   
550,Ontario,Guelph,Marital status,   Not married and not living with a common-law partner,,47420,,21825,,25590,,   
550,Ontario,Guelph,Marital status,      Single (never legally married),,31650,,16855,,14795,,   
550,Ontario,Guelph,Marital status,      Separated,,3380,,1410,,1965,,   
550,Ontario,Guelph,Marital status,      Divorced,,6555,,2460,,4100,,   
550,Ontario,Guelph,Marital status,      Widowed,,5835,,1105,,4735,,   
555,Ontario,London,Population and dwelling counts,Population in 2011,1,474786,,,...,,...,   
555,Ontario,London,Population and dwelling counts,Population in 2006,1,457720,,,...,,...,   
555,Ontario,London,Population and dwelling counts,2006 to 2011 population change (%),,3.7,,,...,,...,   
555,Ontario,London,Population and dwelling counts,Total private dwellings,2,211260,,,...,,...,   
555,Ontario,London,Population and dwelling counts,Private dwellings occupied by usual residents,3,195056,,,...,,...,   
555,Ontario,London,Population and dwelling counts,Population density per square kilometre,,178.1,,,...,,...,   
555,Ontario,London,Population and dwelling counts,Land area (square km),,2665.62,,,...,,...,   
555,Ontario,London,Age characteristics,Total population by age groups,4,474785,,229950,,244840,,   
555,Ontario,London,Age characteristics,   0 to 4 years,,26150,,13440,,12710,,   
555,Ontario,London,Age characteristics,   5 to 9 years,,25485,,13005,,12485,,   
555,Ontario,London,Age characteristics,   10 to 14 years,,27285,,13950,,13330,,   
555,Ontario,London,Age characteristics,   15 to 19 years,,32530,,16665,,15865,,   
555,Ontario,London,Age characteristics,      15 years,,6015,,3110,,2905,,   
555,Ontario,London,Age characteristics,      16 years,,6325,,3255,,3070,,   
555,Ontario,London,Age characteristics,      17 years,,6480,,3295,,3185,,   
555,Ontario,London,Age characteristics,      18 years,,6655,,3420,,3240,,   
555,Ontario,London,Age characteristics,      19 years,,7060,,3590,,3475,,   
555,Ontario,London,Age characteristics,   20 to 24 years,,34765,,17225,,17540,,   
555,Ontario,London,Age characteristics,   25 to 29 years,,32125,,15675,,16455,,   
555,Ontario,London,Age characteristics,   30 to 34 years,,29510,,14480,,15030,,   
555,Ontario,London,Age characteristics,   35 to 39 years,,29425,,14430,,14990,,   
555,Ontario,London,Age characteristics,   40 to 44 years,,31810,,15565,,16250,,   
555,Ontario,London,Age characteristics,   45 to 49 years,,37495,,18180,,19315,,   
555,Ontario,London,Age characteristics,   50 to 54 years,,36690,,17620,,19075,,   
555,Ontario,London,Age characteristics,   55 to 59 years,,31970,,15290,,16685,,   
555,Ontario,London,Age characteristics,   60 to 64 years,,28440,,13565,,14875,,   
555,Ontario,London,Age characteristics,   65 to 69 years,,21140,,10030,,11110,,   
555,Ontario,London,Age characteristics,   70 to 74 years,,16150,,7490,,8660,,   
555,Ontario,London,Age characteristics,   75 to 79 years,,13195,,5755,,7435,,   
555,Ontario,London,Age characteristics,   80 to 84 years,,10400,,4270,,6135,,   
555,Ontario,London,Age characteristics,   85 years and over,,10215,,3315,,6905,,   
555,Ontario,London,Marital status,Total population 15 years and over by marital status,6,395865,,189555,,206310,,   
555,Ontario,London,Marital status,   Married or living with a common-law partner,,223290,,111450,,111840,,   
555,Ontario,London,Marital status,      Married (and not separated),,189710,,94690,,95020,,   
555,Ontario,London,Marital status,      Living common-law,,33585,,16765,,16820,,   
555,Ontario,London,Marital status,   Not married and not living with a common-law partner,,172570,,78100,,94470,,   
555,Ontario,London,Marital status,      Single (never legally married),,111690,,58730,,52955,,   
555,Ontario,London,Marital status,      Separated,,13370,,5595,,7775,,   
555,Ontario,London,Marital status,      Divorced,,24545,,9335,,15215,,   
555,Ontario,London,Marital status,      Widowed,,22960,,4435,,18525,,   
559,Ontario,Windsor,Population and dwelling counts,Population in 2011,1,319246,,,...,,...,   
559,Ontario,Windsor,Population and dwelling counts,Population in 2006,1,323342,,,...,,...,   
559,Ontario,Windsor,Population and dwelling counts,2006 to 2011 population change (%),,-1.3,,,...,,...,   
559,Ontario,Windsor,Population and dwelling counts,Total private dwellings,2,137098,,,...,,...,   
559,Ontario,Windsor,Population and dwelling counts,Private dwellings occupied by usual residents,3,126843,,,...,,...,   
559,Ontario,Windsor,Population and dwelling counts,Population density per square kilometre,,312.3,,,...,,...,   
559,Ontario,Windsor,Population and dwelling counts,Land area (square km),,1022.31,,,...,,...,   
559,Ontario,Windsor,Age characteristics,Total population by age groups,4,319245,,155990,,163260,,   
559,Ontario,Windsor,Age characteristics,   0 to 4 years,,17330,,8870,,8455,,   
559,Ontario,Windsor,Age characteristics,   5 to 9 years,,18835,,9720,,9115,,   
559,Ontario,Windsor,Age characteristics,   10 to 14 years,,20110,,10365,,9745,,   
559,Ontario,Windsor,Age characteristics,   15 to 19 years,,22115,,11315,,10795,,   
559,Ontario,Windsor,Age characteristics,      15 years,,4450,,2285,,2170,,   
559,Ontario,Windsor,Age characteristics,      16 years,,4560,,2360,,2205,,   
559,Ontario,Windsor,Age characteristics,      17 years,,4325,,2165,,2160,,   
559,Ontario,Windsor,Age characteristics,      18 years,,4420,,2270,,2155,,   
559,Ontario,Windsor,Age characteristics,      19 years,,4355,,2240,,2115,,   
559,Ontario,Windsor,Age characteristics,   20 to 24 years,,21130,,10785,,10340,,   
559,Ontario,Windsor,Age characteristics,   25 to 29 years,,17970,,8595,,9380,,   
559,Ontario,Windsor,Age characteristics,   30 to 34 years,,18410,,8735,,9675,,   
559,Ontario,Windsor,Age characteristics,   35 to 39 years,,20910,,9975,,10940,,   
559,Ontario,Windsor,Age characteristics,   40 to 44 years,,23110,,11300,,11805,,   
559,Ontario,Windsor,Age characteristics,   45 to 49 years,,25705,,12705,,13000,,   
559,Ontario,Windsor,Age characteristics,   50 to 54 years,,24920,,12440,,12480,,   
559,Ontario,Windsor,Age characteristics,   55 to 59 years,,21550,,10565,,10990,,   
559,Ontario,Windsor,Age characteristics,   60 to 64 years,,19560,,9480,,10080,,   
559,Ontario,Windsor,Age characteristics,   65 to 69 years,,14370,,7025,,7345,,   
559,Ontario,Windsor,Age characteristics,   70 to 74 years,,11155,,5190,,5965,,   
559,Ontario,Windsor,Age characteristics,   75 to 79 years,,8875,,4005,,4870,,   
559,Ontario,Windsor,Age characteristics,   80 to 84 years,,6900,,2875,,4030,,   
559,Ontario,Windsor,Age characteristics,   85 years and over,,6290,,2030,,4255,,   
559,Ontario,Windsor,Marital status,Total population 15 years and over by marital status,6,262965,,127025,,135945,,   
559,Ontario,Windsor,Marital status,   Married or living with a common-law partner,,147105,,73500,,73605,,   
559,Ontario,Windsor,Marital status,      Married (and not separated),,130400,,65130,,65270,,   
559,Ontario,Windsor,Marital status,      Living common-law,,16705,,8375,,8335,,   
559,Ontario,Windsor,Marital status,   Not married and not living with a common-law partner,,115860,,53525,,62340,,   
559,Ontario,Windsor,Marital status,      Single (never legally married),,74115,,39750,,34365,,   
559,Ontario,Windsor,Marital status,      Separated,,8210,,3425,,4785,,   
559,Ontario,Windsor,Marital status,      Divorced,,17300,,7110,,10185,,   
559,Ontario,Windsor,Marital status,      Widowed,,16240,,3235,,13010,,   
568,Ontario,Barrie,Population and dwelling counts,Population in 2011,1,187013,,,...,,...,   
568,Ontario,Barrie,Population and dwelling counts,Population in 2006,1,177061,,,...,,...,   
568,Ontario,Barrie,Population and dwelling counts,2006 to 2011 population change (%),,5.6,,,...,,...,   
568,Ontario,Barrie,Population and dwelling counts,Total private dwellings,2,72817,,,...,,...,   
568,Ontario,Barrie,Population and dwelling counts,Private dwellings occupied by usual residents,3,68495,,,...,,...,   
568,Ontario,Barrie,Population and dwelling counts,Population density per square kilometre,,208.3,,,...,,...,   
568,Ontario,Barrie,Population and dwelling counts,Land area (square km),,897.83,,,...,,...,   
568,Ontario,Barrie,Age characteristics,Total population by age groups,4,187010,,91435,,95580,,   
568,Ontario,Barrie,Age characteristics,   0 to 4 years,,10795,,5515,,5280,,   
568,Ontario,Barrie,Age characteristics,   5 to 9 years,,11670,,5985,,5685,,   
568,Ontario,Barrie,Age characteristics,   10 to 14 years,,12785,,6500,,6290,,   
568,Ontario,Barrie,Age characteristics,   15 to 19 years,,14370,,7365,,7000,,   
568,Ontario,Barrie,Age characteristics,      15 years,,2825,,1410,,1415,,   
568,Ontario,Barrie,Age characteristics,      16 years,,2860,,1515,,1340,,   
568,Ontario,Barrie,Age characteristics,      17 years,,2950,,1510,,1440,,   
568,Ontario,Barrie,Age characteristics,      18 years,,2900,,1500,,1405,,   
568,Ontario,Barrie,Age characteristics,      19 years,,2835,,1440,,1395,,   
568,Ontario,Barrie,Age characteristics,   20 to 24 years,,12035,,6045,,5990,,   
568,Ontario,Barrie,Age characteristics,   25 to 29 years,,11050,,5455,,5595,,   
568,Ontario,Barrie,Age characteristics,   30 to 34 years,,11740,,5695,,6045,,   
568,Ontario,Barrie,Age characteristics,   35 to 39 years,,12965,,6350,,6615,,   
568,Ontario,Barrie,Age characteristics,   40 to 44 years,,14205,,6855,,7350,,   
568,Ontario,Barrie,Age characteristics,   45 to 49 years,,16810,,8200,,8610,,   
568,Ontario,Barrie,Age characteristics,   50 to 54 years,,14585,,7295,,7290,,   
568,Ontario,Barrie,Age characteristics,   55 to 59 years,,11110,,5450,,5655,,   
568,Ontario,Barrie,Age characteristics,   60 to 64 years,,9375,,4515,,4855,,   
568,Ontario,Barrie,Age characteristics,   65 to 69 years,,7080,,3330,,3750,,   
568,Ontario,Barrie,Age characteristics,   70 to 74 years,,5380,,2440,,2935,,   
568,Ontario,Barrie,Age characteristics,   75 to 79 years,,4460,,2030,,2430,,   
568,Ontario,Barrie,Age characteristics,   80 to 84 years,,3470,,1420,,2050,,   
568,Ontario,Barrie,Age characteristics,   85 years and over,,3135,,980,,2160,,   
568,Ontario,Barrie,Marital status,Total population 15 years and over by marital status,6,151770,,73430,,78335,,   
568,Ontario,Barrie,Marital status,   Married or living with a common-law partner,,88950,,44400,,44545,,   
568,Ontario,Barrie,Marital status,      Married (and not separated),,73535,,36715,,36815,,   
568,Ontario,Barrie,Marital status,      Living common-law,,15415,,7685,,7730,,   
568,Ontario,Barrie,Marital status,   Not married and not living with a common-law partner,,62815,,29030,,33790,,   
568,Ontario,Barrie,Marital status,      Single (never legally married),,40325,,21730,,18590,,   
568,Ontario,Barrie,Marital status,      Separated,,5420,,2265,,3155,,   
568,Ontario,Barrie,Marital status,      Divorced,,9090,,3510,,5585,,   
568,Ontario,Barrie,Marital status,      Widowed,,7985,,1530,,6460,,   
580,Ontario,Greater Sudbury / Grand Sudbury,Population and dwelling counts,Population in 2011,1,160770,,,...,,...,   
580,Ontario,Greater Sudbury / Grand Sudbury,Population and dwelling counts,Population in 2006,1,158258,,,...,,...,   
580,Ontario,Greater Sudbury / Grand Sudbury,Population and dwelling counts,2006 to 2011 population change (%),,1.6,,,...,,...,   
580,Ontario,Greater Sudbury / Grand Sudbury,Population and dwelling counts,Total private dwellings,2,72736,,,...,,...,   
580,Ontario,Greater Sudbury / Grand Sudbury,Population and dwelling counts,Private dwellings occupied by usual residents,3,67767,,,...,,...,   
580,Ontario,Greater Sudbury / Grand Sudbury,Population and dwelling counts,Population density per square kilometre,,47.1,,,...,,...,   
580,Ontario,Greater Sudbury / Grand Sudbury,Population and dwelling counts,Land area (square km),,3410.62,,,...,,...,   
580,Ontario,Greater Sudbury / Grand Sudbury,Age characteristics,Total population by age groups,4,160770,,78480,,82290,,   
580,Ontario,Greater Sudbury / Grand Sudbury,Age characteristics,   0 to 4 years,,8080,,4150,,3930,,   
580,Ontario,Greater Sudbury / Grand Sudbury,Age characteristics,   5 to 9 years,,8045,,4130,,3915,,   
580,Ontario,Greater Sudbury / Grand Sudbury,Age characteristics,   10 to 14 years,,8965,,4570,,4395,,   
580,Ontario,Greater Sudbury / Grand Sudbury,Age characteristics,   15 to 19 years,,10540,,5395,,5140,,   
580,Ontario,Greater Sudbury / Grand Sudbury,Age characteristics,      15 years,,2075,,1035,,1040,,   
580,Ontario,Greater Sudbury / Grand Sudbury,Age characteristics,      16 years,,2030,,1040,,995,,   
580,Ontario,Greater Sudbury / Grand Sudbury,Age characteristics,      17 years,,2080,,1075,,1000,,   
580,Ontario,Greater Sudbury / Grand Sudbury,Age characteristics,      18 years,,2100,,1085,,1020,,   
580,Ontario,Greater Sudbury / Grand Sudbury,Age characteristics,      19 years,,2260,,1165,,1095,,   
580,Ontario,Greater Sudbury / Grand Sudbury,Age characteristics,   20 to 24 years,,10555,,5240,,5315,,   
580,Ontario,Greater Sudbury / Grand Sudbury,Age characteristics,   25 to 29 years,,9720,,4845,,4865,,   
580,Ontario,Greater Sudbury / Grand Sudbury,Age characteristics,   30 to 34 years,,9585,,4720,,4865,,   
580,Ontario,Greater Sudbury / Grand Sudbury,Age characteristics,   35 to 39 years,,10005,,4995,,5015,,   
580,Ontario,Greater Sudbury / Grand Sudbury,Age characteristics,   40 to 44 years,,10580,,5200,,5380,,   
580,Ontario,Greater Sudbury / Grand Sudbury,Age characteristics,   45 to 49 years,,13500,,6680,,6820,,   
580,Ontario,Greater Sudbury / Grand Sudbury,Age characteristics,   50 to 54 years,,13195,,6345,,6850,,   
580,Ontario,Greater Sudbury / Grand Sudbury,Age characteristics,   55 to 59 years,,11800,,5675,,6125,,   
580,Ontario,Greater Sudbury / Grand Sudbury,Age characteristics,   60 to 64 years,,10360,,5185,,5180,,   
580,Ontario,Greater Sudbury / Grand Sudbury,Age characteristics,   65 to 69 years,,7810,,3745,,4070,,   
580,Ontario,Greater Sudbury / Grand Sudbury,Age characteristics,   70 to 74 years,,6175,,2845,,3325,,   
580,Ontario,Greater Sudbury / Grand Sudbury,Age characteristics,   75 to 79 years,,5095,,2195,,2900,,   
580,Ontario,Greater Sudbury / Grand Sudbury,Age characteristics,   80 to 84 years,,3780,,1600,,2190,,   
580,Ontario,Greater Sudbury / Grand Sudbury,Age characteristics,   85 years and over,,2975,,975,,2000,,   
580,Ontario,Greater Sudbury / Grand Sudbury,Marital status,Total population 15 years and over by marital status,6,135675,,65630,,70050,,   
580,Ontario,Greater Sudbury / Grand Sudbury,Marital status,   Married or living with a common-law partner,,79255,,39600,,39650,,   
580,Ontario,Greater Sudbury / Grand Sudbury,Marital status,      Married (and not separated),,64075,,32015,,32055,,   
580,Ontario,Greater Sudbury / Grand Sudbury,Marital status,      Living common-law,,15180,,7580,,7595,,   
580,Ontario,Greater Sudbury / Grand Sudbury,Marital status,   Not married and not living with a common-law partner,,56425,,26030,,30395,,   
580,Ontario,Greater Sudbury / Grand Sudbury,Marital status,      Single (never legally married),,34890,,18945,,15945,,   
580,Ontario,Greater Sudbury / Grand Sudbury,Marital status,      Separated,,4665,,2090,,2570,,   
580,Ontario,Greater Sudbury / Grand Sudbury,Marital status,      Divorced,,7550,,3190,,4355,,   
580,Ontario,Greater Sudbury / Grand Sudbury,Marital status,      Widowed,,9330,,1810,,7520,,   
595,Ontario,Thunder Bay,Population and dwelling counts,Population in 2011,1,121596,,,...,,...,   
595,Ontario,Thunder Bay,Population and dwelling counts,Population in 2006,1,122907,,,...,,...,   
595,Ontario,Thunder Bay,Population and dwelling counts,2006 to 2011 population change (%),,-1.1,,,...,,...,   
595,Ontario,Thunder Bay,Population and dwelling counts,Total private dwellings,2,56071,,,...,,...,   
595,Ontario,Thunder Bay,Population and dwelling counts,Private dwellings occupied by usual residents,3,52062,,,...,,...,   
595,Ontario,Thunder Bay,Population and dwelling counts,Population density per square kilometre,,47.6,,,...,,...,   
595,Ontario,Thunder Bay,Population and dwelling counts,Land area (square km),,2556.37,,,...,,...,   
595,Ontario,Thunder Bay,Age characteristics,Total population by age groups,4,121600,,59250,,62350,,   
595,Ontario,Thunder Bay,Age characteristics,   0 to 4 years,,5660,,2855,,2805,,   
595,Ontario,Thunder Bay,Age characteristics,   5 to 9 years,,5805,,2935,,2870,,   
595,Ontario,Thunder Bay,Age characteristics,   10 to 14 years,,6535,,3325,,3210,,   
595,Ontario,Thunder Bay,Age characteristics,   15 to 19 years,,7840,,3975,,3860,,   
595,Ontario,Thunder Bay,Age characteristics,      15 years,,1510,,780,,730,,   
595,Ontario,Thunder Bay,Age characteristics,      16 years,,1555,,785,,775,,   
595,Ontario,Thunder Bay,Age characteristics,      17 years,,1525,,775,,750,,   
595,Ontario,Thunder Bay,Age characteristics,      18 years,,1570,,775,,790,,   
595,Ontario,Thunder Bay,Age characteristics,      19 years,,1680,,865,,815,,   
595,Ontario,Thunder Bay,Age characteristics,   20 to 24 years,,8125,,4045,,4075,,   
595,Ontario,Thunder Bay,Age characteristics,   25 to 29 years,,7220,,3615,,3605,,   
595,Ontario,Thunder Bay,Age characteristics,   30 to 34 years,,6725,,3295,,3430,,   
595,Ontario,Thunder Bay,Age characteristics,   35 to 39 years,,7140,,3455,,3685,,   
595,Ontario,Thunder Bay,Age characteristics,   40 to 44 years,,8045,,3935,,4100,,   
595,Ontario,Thunder Bay,Age characteristics,   45 to 49 years,,9505,,4670,,4835,,   
595,Ontario,Thunder Bay,Age characteristics,   50 to 54 years,,10355,,5075,,5280,,   
595,Ontario,Thunder Bay,Age characteristics,   55 to 59 years,,9415,,4680,,4730,,   
595,Ontario,Thunder Bay,Age characteristics,   60 to 64 years,,8340,,4165,,4175,,   
595,Ontario,Thunder Bay,Age characteristics,   65 to 69 years,,5855,,2850,,3005,,   
595,Ontario,Thunder Bay,Age characteristics,   70 to 74 years,,4740,,2240,,2500,,   
595,Ontario,Thunder Bay,Age characteristics,   75 to 79 years,,3915,,1785,,2130,,   
595,Ontario,Thunder Bay,Age characteristics,   80 to 84 years,,3185,,1335,,1850,,   
595,Ontario,Thunder Bay,Age characteristics,   85 years and over,,3185,,995,,2190,,   
595,Ontario,Thunder Bay,Marital status,Total population 15 years and over by marital status,6,103590,,50130,,53460,,   
595,Ontario,Thunder Bay,Marital status,   Married or living with a common-law partner,,57135,,28520,,28610,,   
595,Ontario,Thunder Bay,Marital status,      Married (and not separated),,47615,,23780,,23830,,   
595,Ontario,Thunder Bay,Marital status,      Living common-law,,9520,,4740,,4780,,   
595,Ontario,Thunder Bay,Marital status,   Not married and not living with a common-law partner,,46455,,21610,,24845,,   
595,Ontario,Thunder Bay,Marital status,      Single (never legally married),,28945,,15785,,13165,,   
595,Ontario,Thunder Bay,Marital status,      Separated,,3690,,1630,,2065,,   
595,Ontario,Thunder Bay,Marital status,      Divorced,,6205,,2695,,3510,,   
595,Ontario,Thunder Bay,Marital status,      Widowed,,7610,,1500,,6105,,   
602,Manitoba,Winnipeg,Population and dwelling counts,Population in 2011,1,730018,+,,...,,...,   
602,Manitoba,Winnipeg,Population and dwelling counts,Population in 2006,1,694668,,,...,,...,   
602,Manitoba,Winnipeg,Population and dwelling counts,2006 to 2011 population change (%),,5.1,,,...,,...,   
602,Manitoba,Winnipeg,Population and dwelling counts,Total private dwellings,2,304779,,,...,,...,   
602,Manitoba,Winnipeg,Population and dwelling counts,Private dwellings occupied by usual residents,3,291316,,,...,,...,   
602,Manitoba,Winnipeg,Population and dwelling counts,Population density per square kilometre,,137.7,,,...,,...,   
602,Manitoba,Winnipeg,Population and dwelling counts,Land area (square km),,5303.09,,,...,,...,   
602,Manitoba,Winnipeg,Age characteristics,Total population by age groups,4,730020,,355955,,374065,,   
602,Manitoba,Winnipeg,Age characteristics,   0 to 4 years,,40550,,20485,,20065,,   
602,Manitoba,Winnipeg,Age characteristics,   5 to 9 years,,40265,,20700,,19560,,   
602,Manitoba,Winnipeg,Age characteristics,   10 to 14 years,,44025,,22795,,21235,,   
602,Manitoba,Winnipeg,Age characteristics,   15 to 19 years,,49600,,25260,,24340,,   
602,Manitoba,Winnipeg,Age characteristics,      15 years,,9560,,4895,,4665,,   
602,Manitoba,Winnipeg,Age characteristics,      16 years,,9995,,5105,,4895,,   
602,Manitoba,Winnipeg,Age characteristics,      17 years,,9990,,5180,,4810,,   
602,Manitoba,Winnipeg,Age characteristics,      18 years,,9715,,4855,,4865,,   
602,Manitoba,Winnipeg,Age characteristics,      19 years,,10340,,5225,,5110,,   
602,Manitoba,Winnipeg,Age characteristics,   20 to 24 years,,52445,,26360,,26085,,   
602,Manitoba,Winnipeg,Age characteristics,   25 to 29 years,,50350,,24935,,25415,,   
602,Manitoba,Winnipeg,Age characteristics,   30 to 34 years,,48270,,23655,,24615,,   
602,Manitoba,Winnipeg,Age characteristics,   35 to 39 years,,47755,,23615,,24145,,   
602,Manitoba,Winnipeg,Age characteristics,   40 to 44 years,,49220,,24265,,24955,,   
602,Manitoba,Winnipeg,Age characteristics,   45 to 49 years,,56930,,28215,,28715,,   
602,Manitoba,Winnipeg,Age characteristics,   50 to 54 years,,56005,,27790,,28215,,   
602,Manitoba,Winnipeg,Age characteristics,   55 to 59 years,,49520,,24115,,25400,,   
602,Manitoba,Winnipeg,Age characteristics,   60 to 64 years,,42230,,20340,,21890,,   
602,Manitoba,Winnipeg,Age characteristics,   65 to 69 years,,29810,,14190,,15620,,   
602,Manitoba,Winnipeg,Age characteristics,   70 to 74 years,,22275,,10155,,12115,,   
602,Manitoba,Winnipeg,Age characteristics,   75 to 79 years,,19065,,8280,,10785,,   
602,Manitoba,Winnipeg,Age characteristics,   80 to 84 years,,15590,,6030,,9560,,   
602,Manitoba,Winnipeg,Age characteristics,   85 years and over,,16110,,4760,,11345,,   
602,Manitoba,Winnipeg,Marital status,Total population 15 years and over by marital status,6,605175,,291970,,313200,,   
602,Manitoba,Winnipeg,Marital status,   Married or living with a common-law partner,,332515,,166105,,166415,,   
602,Manitoba,Winnipeg,Marital status,      Married (and not separated),,285800,,142790,,143010,,   
602,Manitoba,Winnipeg,Marital status,      Living common-law,,46715,,23315,,23400,,   
602,Manitoba,Winnipeg,Marital status,   Not married and not living with a common-law partner,,272655,,125870,,146790,,   
602,Manitoba,Winnipeg,Marital status,      Single (never legally married),,183915,,97575,,86340,,   
602,Manitoba,Winnipeg,Marital status,      Separated,,15530,,6695,,8840,,   
602,Manitoba,Winnipeg,Marital status,      Divorced,,36890,,14725,,22160,,   
602,Manitoba,Winnipeg,Marital status,      Widowed,,36325,,6875,,29450,,   
705,Saskatchewan,Regina,Population and dwelling counts,Population in 2011,1,210556,,,...,,...,   
705,Saskatchewan,Regina,Population and dwelling counts,Population in 2006,1,194971,,,...,,...,   
705,Saskatchewan,Regina,Population and dwelling counts,2006 to 2011 population change (%),,8,,,...,,...,   
705,Saskatchewan,Regina,Population and dwelling counts,Total private dwellings,2,90262,,,...,,...,   
705,Saskatchewan,Regina,Population and dwelling counts,Private dwellings occupied by usual residents,3,85731,,,...,,...,   
705,Saskatchewan,Regina,Population and dwelling counts,Population density per square kilometre,,61.8,,,...,,...,   
705,Saskatchewan,Regina,Population and dwelling counts,Land area (square km),,3408.28,,,...,,...,   
705,Saskatchewan,Regina,Age characteristics,Total population by age groups,4,210560,,102985,,107570,,   
705,Saskatchewan,Regina,Age characteristics,   0 to 4 years,,13225,,6795,,6430,,   
705,Saskatchewan,Regina,Age characteristics,   5 to 9 years,,11810,,6040,,5775,,   
705,Saskatchewan,Regina,Age characteristics,   10 to 14 years,,12110,,6145,,5965,,   
705,Saskatchewan,Regina,Age characteristics,   15 to 19 years,,13895,,7095,,6805,,   
705,Saskatchewan,Regina,Age characteristics,      15 years,,2600,,1345,,1250,,   
705,Saskatchewan,Regina,Age characteristics,      16 years,,2685,,1340,,1345,,   
705,Saskatchewan,Regina,Age characteristics,      17 years,,2755,,1425,,1330,,   
705,Saskatchewan,Regina,Age characteristics,      18 years,,2900,,1490,,1415,,   
705,Saskatchewan,Regina,Age characteristics,      19 years,,2960,,1495,,1465,,   
705,Saskatchewan,Regina,Age characteristics,   20 to 24 years,,16295,,8140,,8155,,   
705,Saskatchewan,Regina,Age characteristics,   25 to 29 years,,16375,,8350,,8025,,   
705,Saskatchewan,Regina,Age characteristics,   30 to 34 years,,15175,,7530,,7645,,   
705,Saskatchewan,Regina,Age characteristics,   35 to 39 years,,13720,,6790,,6925,,   
705,Saskatchewan,Regina,Age characteristics,   40 to 44 years,,13205,,6595,,6610,,   
705,Saskatchewan,Regina,Age characteristics,   45 to 49 years,,16045,,7775,,8270,,   
705,Saskatchewan,Regina,Age characteristics,   50 to 54 years,,16020,,7885,,8135,,   
705,Saskatchewan,Regina,Age characteristics,   55 to 59 years,,14015,,6845,,7170,,   
705,Saskatchewan,Regina,Age characteristics,   60 to 64 years,,11045,,5350,,5690,,   
705,Saskatchewan,Regina,Age characteristics,   65 to 69 years,,7615,,3600,,4015,,   
705,Saskatchewan,Regina,Age characteristics,   70 to 74 years,,6120,,2760,,3365,,   
705,Saskatchewan,Regina,Age characteristics,   75 to 79 years,,5270,,2230,,3035,,   
705,Saskatchewan,Regina,Age characteristics,   80 to 84 years,,4240,,1740,,2500,,   
705,Saskatchewan,Regina,Age characteristics,   85 years and over,,4380,,1330,,3055,,   
705,Saskatchewan,Regina,Marital status,Total population 15 years and over by marital status,6,173415,,84015,,89405,,   
705,Saskatchewan,Regina,Marital status,   Married or living with a common-law partner,,96745,,48485,,48260,,   
705,Saskatchewan,Regina,Marital status,      Married (and not separated),,82545,,41390,,41160,,   
705,Saskatchewan,Regina,Marital status,      Living common-law,,14195,,7095,,7105,,   
705,Saskatchewan,Regina,Marital status,   Not married and not living with a common-law partner,,76670,,35525,,41140,,   
705,Saskatchewan,Regina,Marital status,      Single (never legally married),,52290,,27860,,24430,,   
